Team,Comp,position_group,n_players,mean_eff,std_eff,total_wage_EUR,total_excess_EUR,n_overpaid,n_underpaid,priority_rank,priority_label,n_suggestions,eff_threshold
Liverpool,Premier League,Midfielders,8,-0.12618456370566175,0.735374538192637,61298814,5375715.982713157,2,2,4,LOW,2,-0.3
Lyon,Ligue 1,Defenders,7,0.15055980485624557,0.4776118489573549,16700000,3927213.8571293466,2,1,2,HIGH,5,-0.2
Lyon,Ligue 1,Forwards,4,0.12793527579321037,0.24861884627997913,15360000,2656376.409914544,1,0,2,HIGH,5,-0.2
Lyon,Ligue 1,Goalkeepers,2,-0.8950677555437929,0.04517468355152397,1170000,-1645775.3563609682,0,2,4,LOW,2,-0.3
Lyon,Ligue 1,Midfielders,8,0.2088431705354361,0.4954297384125743,26630000,4423882.100216092,3,1,2,HIGH,5,-0.2
Mainz 05,Bundesliga,Defenders,6,-0.12998920170054676,0.28545131651971056,8120000,-978920.4350782735,0,1,4,LOW,2,-0.3
Mainz 05,Bundesliga,Forwards,2,-0.14409132955979143,0.40930487927050857,2250000,60288.213824579725,0,1,4,LOW,2,-0.3
Mainz 05,Bundesliga,Goalkeepers,2,0.04372922996835975,0.05949101929949509,2180000,148624.27915879613,0,0,3,MEDIUM,3,-0.25
Mainz 05,Bundesliga,Midfielders,11,-0.04702374850657345,0.43477752550686405,13050000,978089.5376664206,2,3,3,MEDIUM,3,-0.25
Mallorca,La Liga,Defenders,9,0.18731933220275543,1.0159416314886476,10320000,3280687.931526109,2,3,2,HIGH,5,-0.2
Mallorca,La Liga,Forwards,3,-0.09003233004776412,0.9186598647022988,5940000,1690101.7543276504,1,2,3,MEDIUM,3,-0.25
Mallorca,La Liga,Goalkeepers,2,-0.7995855430755379,0.7198511829254712,570000,-901336.0576123747,0,1,4,LOW,2,-0.3
Mallorca,La Liga,Midfielders,9,0.10502675834540653,0.48642328464962503,8360000,1230019.6983622657,3,1,2,HIGH,5,-0.2
Manchester City,Premier League,Defenders,8,-0.03970826982946152,0.4037345910898105,78548732,1026840.9012142867,2,2,3,MEDIUM,3,-0.25
Manchester City,Premier League,Forwards,1,0.0809209483731336,,23102568,1795841.2693914846,0,0,3,MEDIUM,3,-0.25
Manchester City,Premier League,Goalkeepers,2,-0.4782958339893275,0.23606005832954627,11705301,-7609494.661775467,0,2,4,LOW,2,-0.3
Manchester City,Premier League,Midfielders,13,-0.10131837057516245,0.5636224809953153,137075239,18485582.209813252,4,5,4,LOW,2,-0.3
Manchester Utd,Premier League,Defenders,9,-0.04195815213003565,0.5762310063241204,72388048,-5895614.30244479,2,3,3,MEDIUM,3,-0.25
Manchester Utd,Premier League,Forwards,2,-0.23399383231790064,0.16324070719913178,11705301,-3004475.268900574,0,1,4,LOW,2,-0.3
Manchester Utd,Premier League,Goalkeepers,2,-0.2586540925065552,0.12096450073858217,9549062,-2283182.578855884,0,1,4,LOW,2,-0.3
Manchester Utd,Premier League,Midfielders,12,-0.18738822981452627,0.7786199070008437,96651668,15176477.845574478,3,5,4,LOW,2,-0.3
Marseille,Ligue 1,Defenders,8,-0.21741760147183586,0.7372094872261536,18180000,841624.0764130754,3,4,4,LOW,2,-0.3
Marseille,Ligue 1,Goalkeepers,1,-0.2939929484693309,,2540000,-868107.0828577564,0,0,4,LOW,2,-0.3
Marseille,Ligue 1,Midfielders,10,-0.27820580550279883,0.6408006915697346,27920000,400445.2036273619,3,5,4,LOW,2,-0.3
Milan,Serie A,Defenders,9,-0.06821617259604215,0.3991117176086082,25630000,807326.4918701577,1,2,3,MEDIUM,3,-0.25
Milan,Serie A,Forwards,2,0.1833878489627274,0.35441723685065574,11540000,2709679.846085327,1,0,2,HIGH,5,-0.2
Milan,Serie A,Goalkeepers,2,-0.3328788968867426,0.460121895466358,4520000,-893293.9151589684,0,1,4,LOW,2,-0.3
Milan,Serie A,Midfielders,10,0.0022893196478781298,0.38618333628373774,39820000,903079.9463076792,2,1,3,MEDIUM,3,-0.25
Monaco,Ligue 1,Defenders,9,0.044730151406018076,0.35027762892788533,21400000,3308245.1425956823,3,2,3,MEDIUM,3,-0.25
Monaco,Ligue 1,Forwards,3,0.31722225257910824,0.5112609401098648,10460000,3941507.902113003,1,0,1,CRITICAL,8,-0.15
Monaco,Ligue 1,Goalkeepers,2,0.023763326604313156,0.42895605162616657,2420000,13452.20907594706,1,0,3,MEDIUM,3,-0.25
Monaco,Ligue 1,Midfielders,10,0.251759231146435,0.42981526984119695,22960000,8201896.47496088,5,0,2,HIGH,5,-0.2
Montpellier,Ligue 1,Defenders,8,-0.13704893022232012,0.6406632089108159,2890000,-170204.44036677768,2,3,4,LOW,2,-0.3
Montpellier,Ligue 1,Forwards,1,1.684477153736628,,3000000,2443375.751291979,1,0,1,CRITICAL,8,-0.15
Montpellier,Ligue 1,Goalkeepers,2,0.19903662581578185,1.2093427059238782,1940000,1074493.4004806702,1,1,2,HIGH,5,-0.2
Montpellier,Ligue 1,Midfielders,8,-0.1976299364881302,0.555033098774249,4140000,196031.22249707681,2,3,4,LOW,2,-0.3
Monza,Serie A,Defenders,5,-0.1676587517331079,0.7558421007749146,7570000,265292.25725379237,1,1,4,LOW,2,-0.3
Monza,Serie A,Forwards,2,0.42106099003549513,0.31583379064625544,3340000,1421017.0794527452,1,0,1,CRITICAL,8,-0.15
Monza,Serie A,Goalkeepers,2,0.17004096148159148,0.590283647985009,1070000,315872.7325554644,1,0,2,HIGH,5,-0.2
Monza,Serie A,Midfielders,11,0.07517342971932074,0.6541280560465303,13930000,3088347.9345608926,5,3,3,MEDIUM,3,-0.25
Nantes,Ligue 1,Defenders,8,0.12879049573822,0.3143591307130401,6760000,572906.9453881846,3,1,2,HIGH,5,-0.2
Nantes,Ligue 1,Forwards,3,0.26187516280453116,0.25170993763965716,5080000,1281164.7771817509,1,0,2,HIGH,5,-0.2
Nantes,Ligue 1,Goalkeepers,2,0.6071143346627963,0.7627711682101505,2040000,1058742.7297042527,1,0,1,CRITICAL,8,-0.15
Nantes,Ligue 1,Midfielders,9,-0.008500969965696444,0.34781017784164286,8950000,-252503.44285608432,1,2,3,MEDIUM,3,-0.25
Napoli,Serie A,Defenders,8,-0.08379817869763294,0.4744960112794373,24570000,-1380315.0092960289,2,4,3,MEDIUM,3,-0.25
Napoli,Serie A,Forwards,6,0.006342040400581901,0.28435532206337893,28680000,914199.0130786165,1,1,3,MEDIUM,3,-0.25
Napoli,Serie A,Goalkeepers,1,0.3518505730153141,,3700000,1097474.6902316278,1,0,1,CRITICAL,8,-0.15
Napoli,Serie A,Midfielders,4,-0.23428490288206658,0.16356667136512953,12230000,-2860304.054230122,0,1,4,LOW,2,-0.3
Newcastle United,Premier League,Defenders,7,-0.0735832904916747,0.7375618867702127,25998090,351125.8235308062,3,3,3,MEDIUM,3,-0.25
Newcastle United,Premier League,Forwards,7,-0.473052422645351,0.5280067094769834,31481100,-12908876.857320858,1,5,4,LOW,2,-0.3
Newcastle United,Premier League,Goalkeepers,2,-0.4615826958478877,0.11526910631664203,6160685,-3486725.079308348,0,2,4,LOW,2,-0.3
Newcastle United,Premier League,Midfielders,6,0.008876463917522948,0.5787903463330438,34807869,7563816.174772681,4,2,3,MEDIUM,3,-0.25
Nice,Ligue 1,Defenders,8,-0.22664155427930563,0.8281460679420448,8160000,1297800.375538602,3,3,4,LOW,2,-0.3
Nice,Ligue 1,Forwards,3,0.24098758620415772,0.9337181296547249,6060000,921640.1800271305,1,1,2,HIGH,5,-0.2
Nice,Ligue 1,Goalkeepers,1,-1.1740151031045372,,360000,-804583.899692931,0,1,4,LOW,2,-0.3
Nice,Ligue 1,Midfielders,13,-0.18029315928980802,0.843231797238344,17300000,4230018.709607977,5,6,4,LOW,2,-0.3
Nottingham Forest,Premier League,Defenders,8,-0.02298734761837329,0.36634566313066114,22794534,554169.3425002464,2,2,3,MEDIUM,3,-0.25
Nottingham Forest,Premier League,Forwards,2,0.17227150235786223,0.30232269042562837,8008890,777659.2902934295,1,0,2,HIGH,5,-0.2
Nottingham Forest,Premier League,Goalkeepers,1,-0.800199107998953,,2156240,-2643515.946320096,0,1,4,LOW,2,-0.3
Nottingham Forest,Premier League,Midfielders,10,-0.062383679767576625,0.4553310284983434,30187355,402634.1482989271,2,4,3,MEDIUM,3,-0.25
Osasuna,La Liga,Defenders,7,-0.20323300223274007,0.44008781006616515,4020000,-428070.2870829618,1,3,4,LOW,2,-0.3
Osasuna,La Liga,Forwards,4,-0.11264696000473817,0.32855852991704987,3950000,-413822.1001611081,1,2,4,LOW,2,-0.3
Osasuna,La Liga,Goalkeepers,2,0.07317135337487635,0.6973371614361717,1790000,-132568.33973332652,1,1,3,MEDIUM,3,-0.25
Osasuna,La Liga,Midfielders,9,0.21514354218002632,1.0687703178835228,11750000,5666302.393616241,4,4,2,HIGH,5,-0.2
Paris Saint-Germain,Ligue 1,Defenders,10,0.2645581560034449,0.9105628437481303,93900000,39198884.77134423,6,2,2,HIGH,5,-0.2
Paris Saint-Germain,Ligue 1,Forwards,5,0.13770268354517193,1.1434904185179462,39490000,18859927.54972457,3,1,2,HIGH,5,-0.2
Paris Saint-Germain,Ligue 1,Goalkeepers,3,0.9441819494827186,0.7452216082386282,17020000,12495392.70288712,3,0,1,CRITICAL,8,-0.15
Paris Saint-Germain,Ligue 1,Midfielders,6,0.1308770737535854,0.9173340805835799,35480000,6249235.335927791,2,1,2,HIGH,5,-0.2
Parma,Serie A,Defenders,8,-5.377920331284258e-13,0.6774117205344665,6340000,-246703.48030944797,2,4,3,MEDIUM,3,-0.25
Parma,Serie A,Forwards,4,-0.2637632133385015,0.5756935070053845,2410000,-230736.56777080306,1,2,4,LOW,2,-0.3
Parma,Serie A,Goalkeepers,2,0.635577248632222,0.0353512042067071,1670000,787757.8061342144,2,0,1,CRITICAL,8,-0.15
Parma,Serie A,Midfielders,12,3.4638958368304884e-13,0.5177144426283623,14560000,1597104.1765867043,4,4,3,MEDIUM,3,-0.25
RB Leipzig,Bundesliga,Defenders,9,0.1321075081440208,0.37438733850522504,43520000,5945892.204771513,3,1,2,HIGH,5,-0.2
RB Leipzig,Bundesliga,Forwards,2,0.4089121709746051,0.3627333184858628,11320000,3550558.3527659765,1,0,1,CRITICAL,8,-0.15
RB Leipzig,Bundesliga,Goalkeepers,2,0.5958944761308702,0.22922200579923846,6920000,2672433.4720625775,2,0,1,CRITICAL,8,-0.15
RB Leipzig,Bundesliga,Midfielders,10,0.033188009031179,0.4397249853645267,39432137,2515500.151212992,3,2,3,MEDIUM,3,-0.25
Rayo Vallecano,La Liga,Defenders,9,-0.07758079975912123,0.31195011678091866,4440000,22730.575349998253,1,1,3,MEDIUM,3,-0.25
Rayo Vallecano,La Liga,Forwards,2,-0.44297652581506947,0.8465218066615818,880000,-328067.7201077333,0,1,4,LOW,2,-0.3
Rayo Vallecano,La Liga,Goalkeepers,2,-0.10937427674326544,0.09573560549266294,1230000,-170248.91376087663,0,0,4,LOW,2,-0.3
Rayo Vallecano,La Liga,Midfielders,12,0.1242450438733519,0.6322081673640002,12710000,3764743.8870663564,2,3,2,HIGH,5,-0.2
Real Betis,La Liga,Defenders,8,0.10253530490312013,0.5148863712157908,17040000,2556129.663253639,3,2,2,HIGH,5,-0.2
Real Betis,La Liga,Forwards,2,-0.02365433364257008,1.632468449192793,4700000,-327236.6736851982,1,1,3,MEDIUM,3,-0.25
Real Betis,La Liga,Goalkeepers,3,-1.182589410324401,0.42245349955564815,1900000,-3528391.6088841045,0,3,4,LOW,2,-0.3
Real Betis,La Liga,Midfielders,11,0.003125674946547202,0.9810534678227772,37763507,13719623.085650258,3,4,3,MEDIUM,3,-0.25
Real Madrid,La Liga,Defenders,11,-0.06598471991724028,0.7189223412859154,130560000,4575233.029967967,3,3,3,MEDIUM,3,-0.25
Real Madrid,La Liga,Forwards,3,0.9919543850267262,0.14642574330731445,56240000,34691102.505529344,3,0,1,CRITICAL,8,-0.15
Real Madrid,La Liga,Goalkeepers,2,0.9368512760707696,0.049302843427204326,19500000,11997562.060282936,2,0,1,CRITICAL,8,-0.15
Real Madrid,La Liga,Midfielders,9,-0.10335066366081157,0.48327159324788144,108330000,-12480555.82388331,2,3,4,LOW,2,-0.3
Real Sociedad,La Liga,Defenders,9,-0.1463854986136316,0.5248002918118814,12790000,414790.3553288957,1,2,4,LOW,2,-0.3
Real Sociedad,La Liga,Forwards,1,0.3216119104867712,,3600000,990073.8263536519,1,0,1,CRITICAL,8,-0.15
Real Sociedad,La Liga,Goalkeepers,2,-0.20595453508506445,0.47062576221064734,2980000,205030.4193430483,0,1,4,LOW,2,-0.3
Real Sociedad,La Liga,Midfielders,10,-0.08207519572096285,0.5851246025752905,16390000,260175.79592466168,4,3,3,MEDIUM,3,-0.25
Reims,Ligue 1,Defenders,7,-0.09111562529246675,0.35494182179842354,4390000,190745.54245726453,0,3,3,MEDIUM,3,-0.25
Reims,Ligue 1,Forwards,1,0.2701548176096011,,500000,118369.34055181145,0,0,2,HIGH,5,-0.2
Reims,Ligue 1,Goalkeepers,1,0.0400422163810727,,600000,23550.672626767424,0,0,3,MEDIUM,3,-0.25
Reims,Ligue 1,Midfielders,6,-0.16220207717348306,0.3018698526316276,3290000,82130.2224107683,0,3,4,LOW,2,-0.3
Rennes,Ligue 1,Defenders,5,0.1145694655710304,0.5310519102354578,4780000,950188.0222043477,3,1,2,HIGH,5,-0.2
Rennes,Ligue 1,Forwards,1,-0.1434637068291095,,1500000,-231397.3771694654,0,0,4,LOW,2,-0.3
Rennes,Ligue 1,Goalkeepers,1,0.561113747424443,,2280000,979093.0233631784,1,0,1,CRITICAL,8,-0.15
Rennes,Ligue 1,Midfielders,9,-0.17584347049031973,0.5464152896560154,12580000,-577025.206318974,1,3,4,LOW,2,-0.3
Roma,Serie A,Defenders,4,-0.15078856043794842,0.30515359601181397,16440000,-1712754.9505227958,0,1,4,LOW,2,-0.3
Roma,Serie A,Forwards,3,-0.34332631604434144,0.57329379958704,14520000,-3491956.019079702,0,1,4,LOW,2,-0.3
Roma,Serie A,Goalkeepers,1,-0.6953396063144375,,1280000,-1285618.7670456315,0,1,4,LOW,2,-0.3
Roma,Serie A,Midfielders,13,-0.10848017461726003,0.7036345345297341,46780000,2455311.6675631246,4,4,4,LOW,2,-0.3
Saint-Étienne,Ligue 1,Defenders,7,-7.549476916628756e-13,0.39653639376856564,4600000,124918.24416657293,1,1,3,MEDIUM,3,-0.25
Saint-Étienne,Ligue 1,Forwards,4,0.14778539526044776,0.5957842502506776,2640000,303363.1765641844,1,1,2,HIGH,5,-0.2
Saint-Étienne,Ligue 1,Goalkeepers,1,-0.3113125270271073,,470000,-171651.43604044884,0,1,4,LOW,2,-0.3
Saint-Étienne,Ligue 1,Midfielders,9,2.725720883568607e-13,0.4713587353770383,4700000,89424.13968446315,3,1,3,MEDIUM,3,-0.25
Sevilla,La Liga,Defenders,8,-0.15673728278689206,0.863123342649323,20800000,1793596.9705642979,3,4,4,LOW,2,-0.3
Sevilla,La Liga,Forwards,2,-0.0219570231554016,0.5623566918031347,6880000,418860.0527329198,1,1,3,MEDIUM,3,-0.25
Sevilla,La Liga,Goalkeepers,2,-0.982744059204939,0.6575817630840558,1450000,-2863354.8229918727,0,2,4,LOW,2,-0.3
Sevilla,La Liga,Midfielders,11,-0.2975097076172018,0.6438772608032169,27150000,-1107531.281834057,3,4,4,LOW,2,-0.3
Southampton,Premier League,Defenders,10,-0.27249821134773367,0.6161535099695978,18020002,-1756070.370951483,2,4,4,LOW,2,-0.3
Southampton,Premier League,Forwards,6,0.22250634931565147,0.4476780863232774,13861541,2843958.1002764916,4,1,2,HIGH,5,-0.2
Southampton,Premier League,Goalkeepers,2,0.14515095816455315,0.6759101047521702,3080342,899466.6690162509,1,1,2,HIGH,5,-0.2
Southampton,Premier League,Midfielders,12,-0.4071618725402222,0.71609690804581,22486498,-8182059.778089665,1,6,4,LOW,2,-0.3
St Pauli,Bundesliga,Defenders,6,-6.685300461365765e-13,0.8611680959264175,3180000,735065.3414477701,3,3,3,MEDIUM,3,-0.25
St Pauli,Bundesliga,Forwards,5,0.2086807591031466,0.3287678428224153,3250000,763204.7226739689,3,0,2,HIGH,5,-0.2
St Pauli,Bundesliga,Goalkeepers,2,0.6243159761134773,0.19233979032612147,1280000,535433.526301346,2,0,1,CRITICAL,8,-0.15
St Pauli,Bundesliga,Midfielders,10,3.257616398855134e-13,0.7828485592142573,4500000,1155097.0284142443,4,4,3,MEDIUM,3,-0.25
Strasbourg,Ligue 1,Defenders,8,0.4740589795187482,0.8564293812011838,5320000,2094934.1524280412,5,1,1,CRITICAL,8,-0.15
Strasbourg,Ligue 1,Forwards,2,0.4653683540473361,0.7319354929906935,2300000,929786.3199354048,1,0,1,CRITICAL,8,-0.15
Strasbourg,Ligue 1,Goalkeepers,2,0.44967540613965795,0.49286328985792816,2150000,910004.5785946758,1,0,1,CRITICAL,8,-0.15
Strasbourg,Ligue 1,Midfielders,11,0.29288486002999553,0.5512180192255398,8510000,2476017.8144948957,7,1,2,HIGH,5,-0.2
Stuttgart,Bundesliga,Defenders,8,-0.2537537803029317,0.7311042196001827,6870000,-24478.849078976316,2,3,4,LOW,2,-0.3
Stuttgart,Bundesliga,Forwards,3,-0.07980152394138551,0.6815396602508725,7080000,1165446.9291124803,1,1,3,MEDIUM,3,-0.25
Stuttgart,Bundesliga,Goalkeepers,1,0.7852691540712495,,3500000,1904010.6685915259,1,0,1,CRITICAL,8,-0.15
Stuttgart,Bundesliga,Midfielders,10,0.38539706276583396,0.5697017156231915,13110000,4692157.150504202,7,1,1,CRITICAL,8,-0.15
Torino,Serie A,Defenders,6,-0.009960393671634362,0.3498120463855115,7660000,368749.768512059,1,1,3,MEDIUM,3,-0.25
Torino,Serie A,Forwards,3,0.24225218784089422,0.43765167656294657,11290000,2359187.679213013,1,0,2,HIGH,5,-0.2
Torino,Serie A,Goalkeepers,2,-0.19095886505318743,0.006872503354252373,1860000,-387035.7825179612,0,0,4,LOW,2,-0.3
Torino,Serie A,Midfielders,11,0.0688094133526714,0.466942772210769,20230000,1698846.9729928053,2,2,3,MEDIUM,3,-0.25
Tottenham Hotspur,Premier League,Defenders,9,0.09688733910623981,0.5622239943959516,44233717,2689723.4133426603,4,2,3,MEDIUM,3,-0.25
Tottenham Hotspur,Premier League,Forwards,6,-0.11280589253046475,0.2617611049292558,38812313,-1690671.5107810516,1,1,4,LOW,2,-0.3
Tottenham Hotspur,Premier League,Goalkeepers,3,-0.054281724539497,0.38776374087394777,10165131,760067.7502777141,0,1,3,MEDIUM,3,-0.25
Tottenham Hotspur,Premier League,Midfielders,7,0.05545847616533955,0.5773478754299795,35115904,1201667.7269255726,2,3,3,MEDIUM,3,-0.25
Toulouse,Ligue 1,Defenders,6,0.3840980965836982,0.47070291357972244,5030000,2063335.516349887,3,0,1,CRITICAL,8,-0.15
Toulouse,Ligue 1,Forwards,1,0.1825933585320811,,500000,83446.5686680752,0,0,2,HIGH,5,-0.2
Toulouse,Ligue 1,Goalkeepers,2,0.9053833742273172,0.7777783792888282,940000,580411.3024608943,2,0,1,CRITICAL,8,-0.15
Toulouse,Ligue 1,Midfielders,11,-0.06420725069854473,0.5409313485782837,5760000,651417.7788319067,2,4,3,MEDIUM,3,-0.25
Udinese,Serie A,Defenders,9,-0.049567226860164924,0.3689076394610714,8650000,-121345.29749551631,2,3,3,MEDIUM,3,-0.25
Udinese,Serie A,Forwards,5,-0.11779037274733425,0.6740336938215884,6730000,784849.4009586435,1,3,4,LOW,2,-0.3
Udinese,Serie A,Goalkeepers,3,-0.04186395757926853,0.7995732459569121,1920000,-85534.94632783852,2,1,3,MEDIUM,3,-0.25
Udinese,Serie A,Midfielders,11,-0.08665157151844918,0.3194087154771427,9200000,-658058.0361579591,1,3,3,MEDIUM,3,-0.25
Union Berlin,Bundesliga,Defenders,7,0.07550290304732779,0.6906234667451419,7140000,480566.76501352363,3,1,3,MEDIUM,3,-0.25
Union Berlin,Bundesliga,Forwards,3,-0.6231664076477846,0.28387277127665056,1590000,-1241400.3699017419,0,3,4,LOW,2,-0.3
Union Berlin,Bundesliga,Goalkeepers,2,0.11128260133753094,0.02810350797347905,2100000,215454.51351002313,0,0,2,HIGH,5,-0.2
Union Berlin,Bundesliga,Midfielders,12,-0.06472454222731742,0.6105430739469007,12850000,799191.7484415742,2,4,3,MEDIUM,3,-0.25
Valencia,La Liga,Defenders,9,-0.18920310007851884,0.9648289078991871,16970000,3734760.2352276603,4,4,4,LOW,2,-0.3
Valencia,La Liga,Forwards,3,-0.07536856696653461,1.054360978847681,6620000,1333978.9116031444,1,1,3,MEDIUM,3,-0.25
Valencia,La Liga,Goalkeepers,2,0.2714486558650763,0.08152010041682245,2740000,659327.8654773027,1,0,2,HIGH,5,-0.2
Valencia,La Liga,Midfielders,7,-0.45357267594728284,0.5649047749630368,7480000,-2933153.897725734,1,5,4,LOW,2,-0.3
Valladolid,La Liga,Defenders,4,-0.11410321133681878,0.4115491249250005,2490000,-203619.35077614093,1,1,4,LOW,2,-0.3
Valladolid,La Liga,Forwards,4,0.5637134424897416,0.3635522626208946,3960000,1755568.520328148,3,0,1,CRITICAL,8,-0.15
Valladolid,La Liga,Goalkeepers,2,0.31747725420017575,0.4288562643185652,940000,291237.3560577322,1,0,1,CRITICAL,8,-0.15
Valladolid,La Liga,Midfielders,10,0.1332245528943922,0.605262300467316,9070000,1822155.7340353138,6,2,2,HIGH,5,-0.2
Venezia,Serie A,Defenders,7,-5.783310338561672e-13,0.6912155850737729,6180000,1285192.1908848023,3,3,3,MEDIUM,3,-0.25
Venezia,Serie A,Forwards,5,0.43626116719886027,0.2874159929024943,5540000,1776801.4132127617,3,0,1,CRITICAL,8,-0.15
Venezia,Serie A,Goalkeepers,3,1.0076530680015512,0.2564590865217393,3800000,2494713.6794142392,3,0,1,CRITICAL,8,-0.15
Venezia,Serie A,Midfielders,13,3.141418749062443e-13,0.8258263051035603,13160000,3150631.412448466,5,5,3,MEDIUM,3,-0.25
Villarreal,La Liga,Defenders,8,0.021127352010838367,0.599123749134739,16240000,1354436.533095994,3,2,3,MEDIUM,3,-0.25
Villarreal,La Liga,Forwards,4,-0.3191608485140822,0.5434475274854689,9740000,-2737606.2258294215,1,2,4,LOW,2,-0.3
Villarreal,La Liga,Goalkeepers,1,-0.5108647981800054,,840000,-560054.845253879,0,1,4,LOW,2,-0.3
Villarreal,La Liga,Midfielders,8,-0.10972617571942256,0.3165864580856289,15520000,-1269039.9602010085,0,2,4,LOW,2,-0.3
Werder Bremen,Bundesliga,Defenders,7,-0.1143183775990982,0.24357532485591143,6130000,-436027.1035808051,0,2,4,LOW,2,-0.3
Werder Bremen,Bundesliga,Forwards,5,0.29672999380222154,0.17023715576367457,5860000,1500754.2806046333,3,0,2,HIGH,5,-0.2
Werder Bremen,Bundesliga,Goalkeepers,1,-0.5406734011808378,,780000,-559386.9936701406,0,1,4,LOW,2,-0.3
Werder Bremen,Bundesliga,Midfielders,8,0.010988878510927981,0.6557104120180037,9110000,941572.1090934532,3,3,3,MEDIUM,3,-0.25
West Ham United,Premier League,Defenders,7,-0.1304406024894796,0.44199362371936685,27107013,-206994.08954092534,1,2,4,LOW,2,-0.3
West Ham United,Premier League,Forwards,3,0.007825193253392398,0.14374914533757455,18482054,389113.0958250994,0,0,3,MEDIUM,3,-0.25
West Ham United,Premier League,Goalkeepers,2,0.3480155648224761,0.4424285601991215,11397267,3713509.603679133,1,0,1,CRITICAL,8,-0.15
West Ham United,Premier League,Midfielders,12,-0.08186223701399784,0.7476155268011412,57602402,5226633.840596832,4,2,3,MEDIUM,3,-0.25
Wolfsburg,Bundesliga,Defenders,8,-0.05008338549006263,0.5254023350209778,13100000,1582165.2418525557,2,2,3,MEDIUM,3,-0.25
Wolfsburg,Bundesliga,Forwards,4,-0.70744438823984,0.8742817765186752,5810000,-4540529.168318086,0,2,4,LOW,2,-0.3
Wolfsburg,Bundesliga,Goalkeepers,2,-0.2922884754707979,0.36449868530390106,2250000,-602705.21866989,0,1,4,LOW,2,-0.3
Wolfsburg,Bundesliga,Midfielders,11,0.05581179958734531,0.5283518324141332,28290000,3539923.6563869775,2,2,3,MEDIUM,3,-0.25
Wolves,Premier League,Defenders,8,-0.021937288580336858,0.49772222225442114,18050805,2797417.2063345877,2,2,3,MEDIUM,3,-0.25
Wolves,Premier League,Forwards,1,-0.6300521099747449,,924103,-811092.9877931413,0,1,4,LOW,2,-0.3
Wolves,Premier League,Goalkeepers,2,0.13276250644230544,0.07124280931381816,3696411,401079.0805267643,0,0,2,HIGH,5,-0.2
Wolves,Premier League,Midfielders,14,-0.19858061086496395,0.5251750564707108,40044449,-4414493.145045909,3,5,4,LOW,2,-0.3
